Title,URL,File type,Filename,Download link,Date first posted,Number of downloads
"Generalized Post Correspondence Problem of Length 2, Part III: Decidability ; CU-CS-190-80",https://scholar.colorado.edu/csci_techreports/187,Fulltext,Generalized Post Correspondence Problem of Length Part III De.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1186&amp;context=csci_techreports,8/27/14,7
Supplement to EM Laboratory Scientific Report No.11: General Theory of Surface-wave Propagation on a Curved Optical Waveguide of Arbitrary Cross-section,https://scholar.colorado.edu/elmimi/31,Fulltext,Supplement to EM Laboratory Scientific Report No General Theo.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1030&amp;context=elmimi,10/10/14,7
"Experiments with Linear, Nonlinear, and Topological Excitations in a Superfluid Gas",https://scholar.colorado.edu/phys_facpapers/31,Fulltext,Experiments with Linear Nonlinear and Topological Excitations i.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1022&amp;context=phys_facpapers,7/9/15,7
The Formal Definition of a Parameter Passing Language ; CU-CS-010-72,https://scholar.colorado.edu/csci_techreports/10,Fulltext,The Formal Definition of a Parameter Passing Language CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1009&amp;context=csci_techreports,8/27/14,7
"Female Authority, Artistic Expression, and the Individual Voice: The Journey from Theoretical Research to Personal Assertion",https://scholar.colorado.edu/honr_theses/268,Fulltext,Female Authority Artistic Expression and the Individual Voice.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1463&amp;context=honr_theses,6/16/14,7
Isolated broadband attosecond pulse generation with near- and mid-infrared driver pulses via time-gated phase matching.,https://scholar.colorado.edu/phys_facpapers/111,Fulltext,Isolated broadband attosecond pulse generation with near and mid.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1112&amp;context=phys_facpapers,5/15/18,7
Assessing the Impact of Land-Use Change on Surface Runoff Generation Within the Panama Canal Watershed,https://scholar.colorado.edu/geog_gradetds/131,Fulltext,Assessing the Impact of Land Use Change on Surface Runoff Generat.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1132&amp;context=geog_gradetds,11/1/18,7
Continuous Grammars ; CU-CS-162-79,https://scholar.colorado.edu/csci_techreports/160,Fulltext,Continuous Grammars CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1159&amp;context=csci_techreports,8/27/14,7
Internet of Things Security Using Secondary Monitoring,https://scholar.colorado.edu/tlen_gradetds/32,Fulltext,Internet of Things Security Using Secondary Monitoring.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1032&amp;context=tlen_gradetds,11/1/18,7
Causes of Poor Performance in World Bank Water and Sanitation Projects,https://scholar.colorado.edu/cven_gradetds/243,Fulltext,Causes of Poor Performance in World Bank Water and Sanitation Pro.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1249&amp;context=cven_gradetds,7/2/18,7
Two Lower Bounds on Chomsky Normal Form ; CU-CS-239-82,https://scholar.colorado.edu/csci_techreports/236,Fulltext,Two Lower Bounds on Chomsky Normal Form CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1235&amp;context=csci_techreports,8/27/14,7
Thermal Modeling of a Mechanical Integrity Test on an Underground Storage Cavern,https://scholar.colorado.edu/cven_gradetds/206,Fulltext,Thermal Modeling of a Mechanical Integrity Test on an Underground.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1212&amp;context=cven_gradetds,6/25/18,7
"World Radio Coverage of Climate Change or Global Warming, 2000-2018 - April 2018",https://scholar.colorado.edu/mecco_data/12,Fulltext,World Radio Coverage of Climate Change or Global Warming.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1011&amp;context=mecco_data,5/24/18,7
Detecting Errors in Programs ; CU-CS-149-79,https://scholar.colorado.edu/csci_techreports/147,Fulltext,Detecting Errors in Programs CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1146&amp;context=csci_techreports,8/27/14,7
On Finite Automata with a Unison Working Tape ; CU-CS-278-84,https://scholar.colorado.edu/csci_techreports/273,Fulltext,On Finite Automata with a Unison Working Tape CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1272&amp;context=csci_techreports,8/27/14,7
Boundary Layer Ozone Dynamics: Direct Observations over Arctic and Ocean Locations,https://scholar.colorado.edu/atoc_gradetds/46,Fulltext,Boundary Layer Ozone Dynamics Direct Observations over Arctic an.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1048&amp;context=atoc_gradetds,3/3/17,7
Computer System Resource Requirements of Novice Programming Students ; CU-CS-039-74,https://scholar.colorado.edu/csci_techreports/38,Fulltext,Computer System Resource Requirements of Novice Programming Stude.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1037&amp;context=csci_techreports,8/27/14,7
The Connection Machine (CM-2): An Introduction ; CU-CS-615-92,https://scholar.colorado.edu/csci_techreports/590,Fulltext,The Connection Machine CM An Introduction CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1589&amp;context=csci_techreports,8/27/14,7
Global Carbon Budget 2016,https://scholar.colorado.edu/instaar_facpapers/3,Fulltext,Global Carbon Budget.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1009&amp;context=instaar_facpapers,2/27/18,7
CTS Systems and Petri Nets ; CU-CS-292-85,https://scholar.colorado.edu/csci_techreports/287,Fulltext,CTS Systems and Petri Nets CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1286&amp;context=csci_techreports,8/27/14,7
Haiku Deck,https://scholar.colorado.edu/learnerslunch/2015/Spring/6,Fulltext,Haiku Deck.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1013&amp;context=learnerslunch,2/25/15,7
Sample Programs for a Hypothetical Computer ; CU-CS-058-74,https://scholar.colorado.edu/csci_techreports/56,Fulltext,Sample Programs for a Hypothetical Computer CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1055&amp;context=csci_techreports,8/27/14,7
APPL/A: A Language for Managing Relations ; CU-CS-374-87,https://scholar.colorado.edu/csci_techreports/359,Fulltext,APPL A A Language for Managing Relations CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1358&amp;context=csci_techreports,8/27/14,7
"Task Partitioning: Mechanisms, Benefits, and Costs of Plasticity in Western Honeybee (Apis mellifera) Labor",https://scholar.colorado.edu/honr_theses/1118,Fulltext,Task Partitioning Mechanisms Benefits and Costs of Plasticity.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=2336&amp;context=honr_theses,5/12/16,7
"Magnetotelluric Imaging of Lithospheric Modification in the Rio Grande Rift, Colorado and New Mexico, Usa",https://scholar.colorado.edu/geol_gradetds/132,Fulltext,Magnetotelluric Imaging of Lithospheric Modification in the Rio G.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1136&amp;context=geol_gradetds,5/22/18,7
Ultra-low-noise monolithic mode-locked solid-state laser,https://scholar.colorado.edu/libr_oafund/34,Additional,optica_3_9_995.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?filename=0&amp;article=1029&amp;context=libr_oafund&amp;type=additional,8/3/17,7
"Habitat Temperature and Precipitation of Arabidopsis thaliana Ecotypes Determine the Response of Foliar Vasculature, Photosynthesis, and Transpiration to Growth Temperature.",https://scholar.colorado.edu/ebio_facpapers/5,Fulltext,Habitat Temperature and Precipitation of Arabidopsis thaliana Eco.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1003&amp;context=ebio_facpapers,8/21/17,7
Perceptions of the Visigoths in the Iberian Peninsula,https://scholar.colorado.edu/rlst_gradetds/59,Fulltext,Perceptions of the Visigoths in the Iberian Peninsula.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1060&amp;context=rlst_gradetds,1/28/19,7
Self-Assembly of Liquid Crystalline and Colloidal Nanostructures,https://scholar.colorado.edu/mats_gradetds/8,Fulltext,Self Assembly of Liquid Crystalline and Colloidal Nanostructures.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1008&amp;context=mats_gradetds,1/28/19,7
EASE -- An Extensible Abstract Structure Editor ; CU-CS-250-83,https://scholar.colorado.edu/csci_techreports/247,Fulltext,EASE An Extensible Abstract Structure Editor CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1246&amp;context=csci_techreports,8/27/14,7
Computations in Coordinate Pair Systems ; CU-CS-260-83,https://scholar.colorado.edu/csci_techreports/257,Fulltext,Computations in Coordinate Pair Systems CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1256&amp;context=csci_techreports,8/27/14,7
A Program for Development of High Quality Mathematical Software ; CU-CS-079-75,https://scholar.colorado.edu/csci_techreports/77,Fulltext,A Program for Development of High Quality Mathematical Software.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1076&amp;context=csci_techreports,8/27/14,7
Performative Schizoid Method: Performance as Research,https://scholar.colorado.edu/partake/vol1/iss1/7,Additional,1b_Big_Beaked_Bird_audio.m4a,https://scholar.colorado.edu/cgi/viewcontent.cgi?filename=1&amp;article=1014&amp;context=partake&amp;type=additional,10/18/16,7
"Latin American Newspaper Coverage of Climate Change or Global Warming, 2004-2018 - June 2018",https://scholar.colorado.edu/mecco_data/35,Fulltext,Latin American Newspaper Coverage of Climate Change or Global War.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1030&amp;context=mecco_data,7/5/18,7
Learning to Segment Images Using Dynamic Feature Binding ; CU-CS-540-91,https://scholar.colorado.edu/csci_techreports/520,Fulltext,Learning to Segment Images Using Dynamic Feature Binding CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1519&amp;context=csci_techreports,8/27/14,7
Microclimate and Local Climate,https://scholar.colorado.edu/cuathors/47,Fulltext,Microclimate and Local Climate.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1046&amp;context=cuathors,8/31/17,7
Software Design and Implementation of a Next Generation GNSS Data Logger for Radio Frequency Interference Detection,https://scholar.colorado.edu/asen_gradetds/212,Fulltext,Software Design and Implementation of a Next Generation GNSS Data.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1213&amp;context=asen_gradetds,11/1/18,7
New Approaches to Programming ; CU-CS-429-89,https://scholar.colorado.edu/csci_techreports/412,Fulltext,New Approaches to Programming CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1411&amp;context=csci_techreports,8/27/14,7
Data for Modelers--Helping Understand the Climate System,https://scholar.colorado.edu/geog_gradetds/14,Fulltext,Data for Modelers Helping Understand the Climate System.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1007&amp;context=geog_gradetds,5/26/16,7
Source attribution of Arctic black carbon constrained by aircraft and surface measurements,https://scholar.colorado.edu/mcen_facpapers/31,Fulltext,Source attribution of Arctic black carbon constrained by aircraft.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1032&amp;context=mcen_facpapers,6/15/18,7
Current Developments in Parallel Computation ; CU-CS-433-89,https://scholar.colorado.edu/csci_techreports/416,Fulltext,Current Developments in Parallel Computation CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1415&amp;context=csci_techreports,8/27/14,7
Recent Developments for the PSMG Multiscale Method ; CU-CS-524-91,https://scholar.colorado.edu/csci_techreports/504,Fulltext,Recent Developments for the PSMG Multiscale Method CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1503&amp;context=csci_techreports,8/27/14,7
Mori Atsushi’s the Transformation of Meaning (Imi No Henyō 意味の変容):  a Translation and Critical Introduction,https://scholar.colorado.edu/asia_gradetds/21,Fulltext,Mori Atsushi s the Transformation of Meaning Imi No Henyō 意味の変容.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1021&amp;context=asia_gradetds,12/20/18,7
"Ecology of Ring-Tailed Lemurs (Lemur catta) at the Tsimanampetsotsa National Park, Madagascar: Implications for Female Dominance and the Evolution of Lemur Traits",https://scholar.colorado.edu/anth_gradetds/16,Additional,Appendix3April19.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?filename=2&amp;article=1015&amp;context=anth_gradetds&amp;type=additional,9/19/16,7
Fluorescence calibration method for single-particle aerosol fluorescence instruments,https://scholar.colorado.edu/cires_facpapers/64,Fulltext,Fluorescence calibration method for single particle aerosol fluor.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1060&amp;context=cires_facpapers,7/24/18,7
Disruption of the Golgi protein Otg1 gene causes defective hormone secretion and aberrant glucose homeostasis in mice.,https://scholar.colorado.edu/mcdb_facpapers/12,Fulltext,Disruption of the Golgi protein Otg gene causes defective hormon.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1010&amp;context=mcdb_facpapers,2/13/18,7
A Combinatorial Property of EOL Languages ; CU-CS-273-84,https://scholar.colorado.edu/csci_techreports/268,Fulltext,A Combinatorial Property of EOL Languages CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1267&amp;context=csci_techreports,8/27/14,7
"Ethene, propene, butene and isoprene emissions from a ponderosa pine forest measured by relaxed eddy accumulation",https://scholar.colorado.edu/cires_facpapers/54,Fulltext,Ethene propene butene and isoprene emissions from a ponderosa p.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1058&amp;context=cires_facpapers,7/24/18,7
"Snowmelt response to simulated warming across a large elevation gradient, southern Sierra Nevada, California",https://scholar.colorado.edu/geog_facpapers/23,Fulltext,Snowmelt response to simulated warming across a large elevation g.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1021&amp;context=geog_facpapers,7/31/18,7
Iterative Design of a Voice Dialog Design Environment ; CU-CS-546-91,https://scholar.colorado.edu/csci_techreports/526,Fulltext,Iterative Design of a Voice Dialog Design Environment CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1525&amp;context=csci_techreports,8/27/14,7
Low-Frequency Properties of Transversely Periodic Lossy Waveguides,https://scholar.colorado.edu/elmimi/112,Fulltext,Low Frequency Properties of Transversely Periodic Lossy Waveguide.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1111&amp;context=elmimi,9/13/15,7
Using null models to infer microbial co-occurrence networks.,https://scholar.colorado.edu/csci_facpapers/6,Fulltext,Using null models to infer microbial co occurrence networks.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1014&amp;context=csci_facpapers,6/22/18,7
On Unary 2-Fold Equations ; CU-CS-187-80,https://scholar.colorado.edu/csci_techreports/184,Fulltext,On Unary Fold Equations CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1183&amp;context=csci_techreports,8/27/14,7
Stress-induced Adaptations in Neuropeptidergic and Serotonergic Circuits Associated with Distinct Coping Strategies,https://scholar.colorado.edu/iphy_gradetds/31,Fulltext,Stress induced Adaptations in Neuropeptidergic and Serotonergic C.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1033&amp;context=iphy_gradetds,2/13/17,7
A synthetic data set of high-spectral-resolution infrared spectra for the Arctic atmosphere,https://scholar.colorado.edu/cires_facpapers/8,Fulltext,A synthetic data set of high spectral resolution infrared spectra.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1009&amp;context=cires_facpapers,3/8/18,7
Analysis of B-RafV600E Regulated MicroRNAs and Proteins in Melanoma,https://scholar.colorado.edu/chem_gradetds/26,Additional,Couts_SupplementalTable1.xlsx,https://scholar.colorado.edu/cgi/viewcontent.cgi?filename=0&amp;article=1022&amp;context=chem_gradetds&amp;type=additional,2/15/16,7
Simulating the Gries/Dijkstra Design Process ; CU-CS-588-92,https://scholar.colorado.edu/csci_techreports/564,Fulltext,Simulating the Gries Dijkstra Design Process CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1563&amp;context=csci_techreports,8/27/14,7
Giving Spitzer's Zero Range Process a Positive Range,https://scholar.colorado.edu/math_gradetds/6,Fulltext,Giving Spitzer s Zero Range Process a Positive Range.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1005&amp;context=math_gradetds,7/20/16,7
Release of Intracellular Metabolites from Cyanobacteria During Oxidation Processes in Drinking Water,https://scholar.colorado.edu/cven_gradetds/270,Fulltext,Release of Intracellular Metabolites from Cyanobacteria During Ox.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1276&amp;context=cven_gradetds,7/3/18,7
Celestial Masters : History and Ritual in Early Daoist Communities,https://scholar.colorado.edu/cuathors/21,Fulltext,Celestial Masters History and Ritual in Early Daoist Communitie.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1020&amp;context=cuathors,8/31/17,7
Simulated Climate Adaptation in Stormwater Conveyance Structures,https://scholar.colorado.edu/geog_gradetds/96,Fulltext,Simulated Climate Adaptation in Stormwater Conveyance Structures.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1097&amp;context=geog_gradetds,6/7/17,7
Model based heritability scores for high-throughput sequencing data.,https://scholar.colorado.edu/mcdb_facpapers/44,Fulltext,Model based heritability scores for high throughput sequencing da.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1044&amp;context=mcdb_facpapers,5/18/18,7
Climatology and interannual variability of dynamic variables in multiple reanalyses evaluated by the SPARC Reanalysis Intercomparison Project (S-RIP),https://scholar.colorado.edu/cires_facpapers/58,Fulltext,Climatology and interannual variability of dynamic variables in m.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1054&amp;context=cires_facpapers,7/24/18,7
Classifcation Aided Analysis of Oscillatory Signatures in Controlled Retrieval,https://scholar.colorado.edu/psyc_gradetds/48,Fulltext,Classifcation Aided Analysis of Oscillatory Signatures in Control.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1049&amp;context=psyc_gradetds,12/30/16,7
Postmodern/Postwar and After: Rethinking American Literature,https://scholar.colorado.edu/cuathors/53,Fulltext,Postmodern Postwar and After Rethinking American Literature.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1052&amp;context=cuathors,8/31/17,7
The Syntax and Semantics of Complement Clauses in Arabic,https://scholar.colorado.edu/cril/vol16/iss1/1,Fulltext,The Syntax and Semantics of Complement Clauses in Arabic.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1032&amp;context=cril,9/20/18,7
Geostatistical Techniques for Practical Wireless Network Coverage Mapping,https://scholar.colorado.edu/csci_gradetds/36,Fulltext,Geostatistical Techniques for Practical Wireless Network Coverage.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1036&amp;context=csci_gradetds,9/2/16,7
A Scanner-Parser Report (Preliminary Report) ; CU-CS-CT001-97,https://scholar.colorado.edu/csci_techreports/1024,Fulltext,A Scanner Parser Report Preliminary Report CU CS CT.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=2023&amp;context=csci_techreports,8/27/14,7
Incorporating Active and Multi-Database-State Services into an OSA-Compliant Interoperability Toolkit ; CU-CS-769-95,https://scholar.colorado.edu/csci_techreports/723,Fulltext,Incorporating Active and Multi Database State Services into an OS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1722&amp;context=csci_techreports,8/27/14,7
Inductive Certificate Synthesis for Control Design,https://scholar.colorado.edu/csci_gradetds/174,Fulltext,Inductive Certificate Synthesis for Control Design.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1176&amp;context=csci_gradetds,11/1/18,7
"The role of precipitation type, intensity, and spatial distribution in source water quality after wildfire",https://scholar.colorado.edu/educ_facpapers/6,Fulltext,The role of precipitation type intensity and spatial distributi.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1010&amp;context=educ_facpapers,2/12/18,7
On Arithmetic Substitutions of EDTOL Languages ; CU-CS-096-76,https://scholar.colorado.edu/csci_techreports/94,Fulltext,On Arithmetic Substitutions of EDTOL Languages CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1093&amp;context=csci_techreports,8/27/14,7
Extending Polymorphic to Modules ; CU-CS-280-84,https://scholar.colorado.edu/csci_techreports/275,Fulltext,Extending Polymorphic to Modules CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1274&amp;context=csci_techreports,8/27/14,7
Use of Wavelet Transform to Detect Compensated and Decompensated Stages in the Congestive Heart Failure Patient.,https://scholar.colorado.edu/ecen_facpapers/8,Fulltext,Use of Wavelet Transform to Detect Compensated and Decompensated.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1015&amp;context=ecen_facpapers,7/30/18,7
Automated Modeling of Nonlinear Physical Systems ; CU-CS-904-00,https://scholar.colorado.edu/csci_techreports/849,Fulltext,Automated Modeling of Nonlinear Physical Systems CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1848&amp;context=csci_techreports,8/27/14,7
Measuring User Programs for a SIMD Processor ; CU-CS-089-76,https://scholar.colorado.edu/csci_techreports/87,Fulltext,Measuring User Programs for a SIMD Processor CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1086&amp;context=csci_techreports,8/27/14,7
A Pumping Theorem for EDTOL Languages ; CU-CS-047-74,https://scholar.colorado.edu/csci_techreports/46,Fulltext,A Pumping Theorem for EDTOL Languages CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1045&amp;context=csci_techreports,8/27/14,7
Languages for Representing Software Specifications and Designs ; CU-CS-127-78,https://scholar.colorado.edu/csci_techreports/125,Fulltext,Languages for Representing Software Specifications and Designs.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1124&amp;context=csci_techreports,8/27/14,7
Do Children Require Drill in Order to Acquire Skill in Using Calculators? ; CU-CS-749-94,https://scholar.colorado.edu/csci_techreports/707,Fulltext,Do Children Require Drill in Order to Acquire Skill in Using Calc.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1706&amp;context=csci_techreports,8/27/14,7
Leg Stiffness and the Metabolic Cost of Hopping with Different Exoskeleton Spring Stiffness Profiles in Parallel to the Legs,https://scholar.colorado.edu/iphy_gradetds/72,Fulltext,Leg Stiffness and the Metabolic Cost of Hopping with Different Ex.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1073&amp;context=iphy_gradetds,10/11/18,7
Interface,https://scholar.colorado.edu/engl_gradetds/15,Fulltext,Interface.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1014&amp;context=engl_gradetds,7/19/16,7
"Canadian Newspaper Coverage of Climate Change or Global Warming, 2000-2018 - May 2018",https://scholar.colorado.edu/mecco_data/16,Fulltext,Canadian Newspaper Coverage of Climate Change or Global Warming.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1015&amp;context=mecco_data,6/5/18,7
Narrative and Identity Construction among Ethiopian Immigrants,https://scholar.colorado.edu/cril/vol20/iss1/2,Fulltext,Narrative and Identity Construction among Ethiopian Immigrants.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1015&amp;context=cril,9/19/18,7
Imaging and Coupling of Two Parallel Slab Waveguides,https://scholar.colorado.edu/elmimi/83,Fulltext,Imaging and Coupling of Two Parallel Slab Waveguides.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1082&amp;context=elmimi,10/10/14,7
The PMESC Programming Library for Distributed-Memory MIMD Computers ; CU-CS-814-96,https://scholar.colorado.edu/csci_techreports/765,Fulltext,The PMESC Programming Library for Distributed Memory MIMD Compute.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1764&amp;context=csci_techreports,8/27/14,7
Characterization and Capture of Photovoltaic System Losses Due to Nonuniform Conditions,https://scholar.colorado.edu/cven_gradetds/454,Fulltext,Characterization and Capture of Photovoltaic System Losses Due to.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1460&amp;context=cven_gradetds,1/30/19,7
Globalizing Terrorism and the Internet,https://scholar.colorado.edu/psci_facpapers/21,Fulltext,Globalizing Terrorism and the Internet.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1026&amp;context=psci_facpapers,6/29/18,7
Predicted Realization of Cubic Dirac Fermion in Quasi-One-Dimensional Transition-Metal Monochalcogenides,https://scholar.colorado.edu/rasei_facpapers/1,Fulltext,Predicted Realization of Cubic Dirac Fermion in Quasi One Dimensi.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1002&amp;context=rasei_facpapers,5/8/18,7
Field Computation of an Arbitrarily-oriented Dipole Above a Layered Earth,https://scholar.colorado.edu/elmimi/43,Fulltext,Field Computation of an Arbitrarily oriented Dipole Above a Layer.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1042&amp;context=elmimi,10/10/14,7
Probabilistic inversion of expert assessments to inform projections about Antarctic ice sheet responses.,https://scholar.colorado.edu/csci_facpapers/8,Fulltext,Probabilistic inversion of expert assessments to inform projectio.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1012&amp;context=csci_facpapers,6/22/18,7
Depth-First Search Techniques and Efficient Methods for Creating Test Paths ; CU-CS-077-75,https://scholar.colorado.edu/csci_techreports/75,Fulltext,Depth First Search Techniques and Efficient Methods for Creating.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1074&amp;context=csci_techreports,8/27/14,7
How bodies matter Yesterday's America today,https://scholar.colorado.edu/anth_facpapers/12,Fulltext,How bodies matter Yesterday s America today.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1011&amp;context=anth_facpapers,6/25/18,7
A Waveguide Atom Beamsplitter for Laser-Cooled Neutral Atoms,https://scholar.colorado.edu/phys_facpapers/3,Fulltext,A Waveguide Atom Beamsplitter for Laser Cooled Neutral Atoms.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1050&amp;context=phys_facpapers,7/9/15,7
"Associations between an Invasive Plant (Taeniatherum caput-medusae, Medusahead) and Soil Microbial Communities.",https://scholar.colorado.edu/ebio_facpapers/15,Fulltext,Associations between an Invasive Plant Taeniatherum caput medusa.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1015&amp;context=ebio_facpapers,3/8/18,7
Performance Metrics for Soft Real-Time Systems ; CU-CS-876-98,https://scholar.colorado.edu/csci_techreports/823,Fulltext,Performance Metrics for Soft Real Time Systems CU CS.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1822&amp;context=csci_techreports,8/27/14,7
Are GRACE-era Terrestrial Water Trends Driven by Anthropogenic Climate Change?,https://scholar.colorado.edu/atoc_facpapers/11,Fulltext,Are GRACE era Terrestrial Water Trends Driven by Anthropogenic Cl.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1008&amp;context=atoc_facpapers,3/23/18,7
Removal of Effluent Organic Matter from Secondary Wastewater Effluent Using Granular Activated Carbon,https://scholar.colorado.edu/cven_gradetds/347,Fulltext,Removal of Effluent Organic Matter from Secondary Wastewater Effl.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1353&amp;context=cven_gradetds,10/11/18,7
Techniques for Supporting Wide Area Distributed Applications ; CU-CS-519-91,https://scholar.colorado.edu/csci_techreports/499,Fulltext,Techniques for Supporting Wide Area Distributed Applications CU.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1498&amp;context=csci_techreports,8/27/14,7
Local trampling disturbance effects on alpine plant populations and communities: Negative implications for climate change vulnerability,https://scholar.colorado.edu/libr_oafund/91,Fulltext,Local trampling disturbance effects on alpine plant populations a.pdf,https://scholar.colorado.edu/cgi/viewcontent.cgi?article=1094&amp;context=libr_oafund,9/20/18,7
